Drama;Crimi;Comedy;Mysterious;Thriller;Historical;Action;Sci-Fi;Fantasy;Adventure;Horror;Western
0.3233063903751334;0.4259687322722811;0.9030899869919435;0.4559319556497244;0.03385826726096742;0.8239087409443188;0.4559319556497244;0.8239087409443188;0.7569619513137056;0.7569619513137056;0.9030899869919435;0.9030899869919435
